ID,s1_delta_r
ZINC000006154536,4.470781
ZINC000036638679,4.471971
ZINC000015021579,4.472344
ZINC000001212970,4.474244
ZINC001547211725,4.474327
ZINC000009635344,4.474848
ZINC000004525230,4.476321
ZINC000016889991,4.477167
ZINC000023103894,4.48018
ZINC000000850563,4.480968
ZINC000095399054,4.485963
ZINC000005496438,4.487314
ZINC000002145514,4.488157
ZINC000005391035,4.488486
ZINC000009805946,4.496477
ZINC000076041092,4.500437
ZINC000102934261,4.502987
ZINC000003154956,4.504498
ZINC000003264790,4.504583
ZINC000000822920,4.505841
ZINC000004069870,4.506069
ZINC000065609190,4.506784
ZINC000089608861,4.510151
ZINC000109741031,4.510269
ZINC000005503044,4.517721
ZINC000016778043,4.525273
ZINC000000137014,4.525688
ZINC000095448142,4.53538
ZINC000000823276,4.536276
ZINC000008661224,4.540716
ZINC000012604813,4.540899
ZINC000001509368,4.54161
ZINC000227173892,4.543863
ZINC000003100803,4.546857
ZINC000001096066,4.550144
ZINC000000339016,4.550741
ZINC000002741122,4.551718
ZINC000002851487,4.55225
ZINC000000126908,4.554701
ZINC000004270532,4.555191
ZINC000095929424,4.563711
ZINC000000512949,4.567821
ZINC000013577079,4.572558
ZINC000001152176,4.577717
ZINC000102957524,4.580277
ZINC000032109475,4.581821
ZINC000005460657,4.589047
ZINC000009404812,4.589611
ZINC000044676404,4.596825
ZINC000044106979,4.601784
ZINC000065158303,4.608082
ZINC000007608419,4.610135
ZINC000021599353,4.611528
ZINC000069457982,4.615425
ZINC000002551732,4.618871
ZINC000033375242,4.618913
ZINC000067539987,4.621023
ZINC000041267374,4.62111
ZINC000041267686,4.621133
ZINC000012530055,4.62116
ZINC000032915850,4.631242
ZINC000103444097,4.633307
ZINC000003550072,4.63592
ZINC000002516944,4.638158
ZINC000032721727,4.638562
ZINC000002847985,4.639842
ZINC000003143988,4.640536
ZINC000002142420,4.641763
ZINC000000652836,4.643769
ZINC000103680492,4.64664
ZINC000020156309,4.649304
ZINC000000397740,4.65201
ZINC000000570380,4.653587
ZINC000111135409,4.657919
ZINC000001028120,4.660346
ZINC000000356136,4.662045
ZINC000004769401,4.663207
ZINC000071796399,4.66983
ZINC000007780187,4.670023
ZINC000021090448,4.67082
ZINC000000752142,4.671695
ZINC000006158818,4.673502
ZINC000001160389,4.683444
ZINC000003336500,4.697559
ZINC000000512966,4.699923
ZINC000108199148,4.707424
ZINC000012759130,4.717519
ZINC000000551158,4.720865
ZINC001506424708,4.724025
ZINC000001574337,4.727523
ZINC000013407026,4.728916
ZINC000000458495,4.730141
ZINC000011164663,4.734493
ZINC000005480685,4.737465
ZINC000069705319,4.738923
ZINC000014241075,4.73988
ZINC000032906729,4.749791
ZINC000000050805,4.753633
ZINC000004516861,4.759694
ZINC000060433949,4.761753
ZINC000004089438,4.775031
ZINC000013576251,4.775156
ZINC000069618943,4.779335
ZINC000092583038,4.784294
ZINC000000451799,4.787748
ZINC000000512962,4.789136
ZINC000005669871,4.789647
ZINC000000443699,4.791868
ZINC000000655459,4.792944
ZINC000000570381,4.797058
ZINC000036700223,4.79819
ZINC000036617073,4.799094
ZINC000006022743,4.806031
ZINC000000144006,4.814082
ZINC000047194852,4.815491
ZINC000069741219,4.8167
ZINC000032833609,4.817026
ZINC000014142356,4.820027
ZINC000065282936,4.820392
ZINC000002718552,4.821829
ZINC000105984157,4.82939
ZINC000000354236,4.832999
ZINC000254384251,4.833535
ZINC000408975954,4.844757
ZINC000000209483,4.847733
ZINC000044504877,4.849562
ZINC000038191314,4.850797
ZINC000033007680,4.855019
ZINC000230219585,4.8593
ZINC000003852419,4.859587
ZINC000097981253,4.860758
ZINC000000114886,4.873908
ZINC000000987082,4.877375
ZINC000001627630,4.878803
ZINC000057313482,4.87987
ZINC000005897604,4.882665
ZINC000065153646,4.88976
ZINC000000285215,4.903598
ZINC000040268064,4.904675
ZINC000142081723,4.918524
ZINC000095471029,4.924147
ZINC000095447574,4.924405
ZINC000223865315,4.926245
ZINC000016941092,4.945904
ZINC000011164859,4.961233
ZINC000408666959,4.961896
ZINC000004084380,4.968626
ZINC000011667648,4.973885
ZINC000254380728,4.985242
ZINC000033175594,4.996503
ZINC000008661232,4.996551
ZINC000000710934,4.999047
ZINC000071796397,5.004404
ZINC000100842147,5.005452
ZINC000000678843,5.0074
ZINC000025307273,5.008627
ZINC000002472243,5.012149
ZINC000000367803,5.01459
ZINC000071796400,5.017648
ZINC000012760935,5.020372
ZINC000001162984,5.020583
ZINC000006852622,5.030343
ZINC000006721361,5.030792
ZINC000005678607,5.040965
ZINC000102286786,5.042548
ZINC000001175595,5.047903
ZINC000426388384,5.049938
ZINC000170609203,5.064425
ZINC000096999404,5.071216
ZINC000000368073,5.075303
ZINC000065283060,5.079947
ZINC000003306900,5.080274
ZINC000003293171,5.090851
ZINC000097982372,5.091556
ZINC000002955884,5.092703
ZINC000000190515,5.100072
ZINC000253431121,5.100805
ZINC000095992139,5.11032
ZINC000069533252,5.11562
ZINC000048302011,5.120496
ZINC000102149052,5.125644
ZINC000016949138,5.145596
ZINC000004366711,5.151211
ZINC000016955701,5.151731
ZINC000003104753,5.162001
ZINC000009155376,5.170047
ZINC000254559180,5.174629
ZINC000009064568,5.178578
ZINC000006646159,5.181463
ZINC000028793861,5.184025
ZINC000064758002,5.188425
ZINC000150407861,5.189473
ZINC000032744438,5.19145
ZINC000575443586,5.193186
ZINC000079105828,5.193765
ZINC000013403741,5.194363
ZINC000001448032,5.194982
ZINC000000353959,5.196088
ZINC000019511863,5.209592
ZINC000001110362,5.214795
ZINC000000374564,5.21626
ZINC000015746222,5.217933
ZINC000004058084,5.221106
ZINC000004090598,5.226291
ZINC000056080996,5.234743
ZINC000003281176,5.237737
ZINC000033025755,5.244666
ZINC000004135054,5.25609
ZINC000011565657,5.26071
ZINC000000090720,5.264446
ZINC000004859431,5.266114
ZINC000000532985,5.281051
ZINC000006681979,5.282201
ZINC000067787703,5.283567
ZINC000005741088,5.286077
ZINC000001196511,5.300017
ZINC000017091398,5.304684
ZINC000132914295,5.326277
ZINC000020565020,5.331568
ZINC000069950300,5.337766
ZINC000245171718,5.337967
ZINC000069581410,5.360509
ZINC000334160387,5.369695
ZINC000002741260,5.369738
ZINC000009858376,5.379308
ZINC000055165759,5.38414
ZINC000005900041,5.387904
ZINC000002211736,5.423165
ZINC000003119417,5.430573
ZINC000012380153,5.435511
ZINC000001517375,5.451503
ZINC000097960211,5.454096
ZINC000604418506,5.467541
ZINC000003265082,5.471333
ZINC000012996204,5.484806
ZINC000097984703,5.485815
ZINC000038238577,5.499211
ZINC000020616674,5.499681
ZINC000001513456,5.506702
ZINC000000468702,5.509208
ZINC000001716762,5.511171
ZINC000220488757,5.514482
ZINC000000471045,5.527265
ZINC000064867685,5.539363
ZINC000013353973,5.56773
ZINC000009135209,5.572286
ZINC000001144270,5.572635
ZINC000018029412,5.576259
ZINC000096931098,5.586568
ZINC000013717084,5.592389
ZINC000058420153,5.603008
ZINC000110938292,5.606868
ZINC000089591505,5.611871
ZINC000008433938,5.613713
ZINC000020648445,5.625931
ZINC000013234865,5.626369
ZINC000003408225,5.628683
ZINC000103021690,5.636092
ZINC000036390620,5.637592
ZINC000020623118,5.639223
ZINC000000677089,5.641774
ZINC000004033771,5.651118
ZINC000000299417,5.654048
ZINC000065496623,5.657227
ZINC000100672315,5.66082
ZINC000096839127,5.66359
ZINC000000075213,5.67019
ZINC000009002279,5.670271
ZINC000032932366,5.674069
ZINC000012364734,5.695543
ZINC000027753500,5.696509
ZINC000022412177,5.709964
ZINC000075163561,5.710725
ZINC000069705145,5.71803
ZINC000100873082,5.71891
ZINC000055325332,5.723023
ZINC000002654985,5.724968
ZINC000100844434,5.731794
ZINC000006279468,5.750052
ZINC000004263862,5.76104
ZINC000003211291,5.761242
ZINC000040146826,5.767426
ZINC000048253079,5.768058
ZINC000001573713,5.780343
ZINC000033729844,5.787019
ZINC000005685230,5.79469
ZINC000079105820,5.804516
ZINC000024973622,5.805753
ZINC000952869687,5.810793
ZINC000000936115,5.821388
ZINC000005640157,5.82453
ZINC000098007320,5.826205
ZINC000226102062,5.828419
ZINC000058423708,5.839106
ZINC000136229435,5.864851
ZINC000001600546,5.8792
ZINC000016362955,5.882856
ZINC000058850537,5.892768
ZINC000097948272,5.896798
ZINC000211601571,5.897483
ZINC000040162875,5.910265
ZINC000002471627,5.913866
ZINC000010157577,5.918453
ZINC000089756572,5.925117
ZINC000009671110,5.927093
ZINC000009543526,5.935196
ZINC000023472367,5.948066
ZINC000001071100,5.950111
ZINC000006822072,5.953615
ZINC000001029114,5.953989
ZINC000003143986,5.958537
ZINC000032025384,5.9595
ZINC000827720645,5.970042
ZINC000006553662,5.977866
ZINC000001210390,6.011178
ZINC000040049281,6.017311
ZINC000019910503,6.030898
ZINC000013730020,6.036088
ZINC000096174842,6.05154
ZINC000095080280,6.063945
ZINC000004954849,6.069875
ZINC000006590079,6.074204
ZINC000001021077,6.080412
ZINC000032903372,6.086876
ZINC000014271264,6.087266
ZINC000095350578,6.095847
ZINC000001170943,6.102584
ZINC000952977807,6.108599
ZINC000021806120,6.113674
ZINC000100217086,6.117806
ZINC000095394875,6.140727
ZINC000012811017,6.143262
ZINC000001174931,6.148044
ZINC000409415847,6.162121
ZINC000003087186,6.165509
ZINC000006498752,6.177226
ZINC000004949914,6.177749
ZINC000001397209,6.188883
ZINC000079095070,6.191649
ZINC000408749639,6.206803
ZINC000012792765,6.222199
ZINC000170602261,6.273536
ZINC000035585904,6.297851
ZINC000003877714,6.310986
ZINC000032754551,6.32846
ZINC000575613578,6.365677
ZINC000170676240,6.380731
ZINC000021148824,6.381555
ZINC000409144484,6.391027
ZINC000012547658,6.405837
ZINC000004789239,6.409409
ZINC000024594631,6.415978
ZINC000000823759,6.416761
ZINC000001194181,6.446565
ZINC000409129475,6.453134
ZINC000019716271,6.464423
ZINC000225750133,6.48746
ZINC000002339720,6.49005
ZINC000009153278,6.49632
ZINC000064942489,6.499615
ZINC000001108977,6.505333
ZINC000001681532,6.548161
ZINC001506418155,6.619235
ZINC000033037000,6.644374
ZINC000012525173,6.653382
ZINC000016320907,6.694549
ZINC000003164334,6.700809
ZINC000252620522,6.709616
ZINC000003388142,6.713173
ZINC000020616346,6.719916
ZINC000000820596,6.720611
ZINC000016320899,6.739162
ZINC000001081317,6.78057
ZINC000064896310,6.809729
ZINC000001196925,6.838318
ZINC000032908509,6.843362
ZINC000096449961,6.882119
ZINC000075161774,6.888371
ZINC000054149381,6.922652
ZINC000020744463,6.94469
ZINC000050590152,6.949221
ZINC000009153277,6.953138
ZINC000017197022,6.965622
ZINC000004065345,7.011248
ZINC000004458639,7.028999
ZINC000001514874,7.054642
ZINC000008594474,7.075198
ZINC000002565807,7.086994
ZINC000001386316,7.121083
ZINC000002856792,7.142187
ZINC000016283372,7.160726
ZINC000000434992,7.161328
ZINC000000367860,7.213668
ZINC000018096674,7.248422
ZINC000049002975,7.267172
ZINC000408977259,7.305903
ZINC000020015024,7.447504
ZINC000098049707,7.558584
ZINC000000826174,7.712525
ZINC000100930125,7.716412
ZINC000009331433,7.749565
ZINC000001230288,7.749658
ZINC000009480715,7.876249
ZINC000032847835,7.902965
ZINC000019622190,7.916332
ZINC000000655160,7.924752
ZINC000004176277,7.931687
ZINC000014196946,8.193063
ZINC000000969051,8.512269
ZINC000001176049,8.557331
ZINC000018185443,8.618877
ZINC000002051117,8.653419
ZINC000013149193,8.716096
ZINC000002565902,8.995469
ZINC000058426839,9.025471
ZINC000003997653,9.198387
