ID,delta_r,
BOQHIY,6.612519,
RIXDEH,3.358753,
RIXSIB,3.400733,
RIYFIQ,3.997813,
RIYFOW,3.975364,
ROBMOM,1.585755,
RODHOI,2.931694,
ROFJAY,5.282537,
ROFQOT,2.589401,
ROGLAB,3.852998,
ROGMUY,1.528593,
BOQHOH,1.473641,
ROGVOZ,2.955437,
ROHBIZ,12.233461,
ROHYAO,1.423685,
ROHYIW,1.337620,
ROJHAC,3.366050,
ROJRUE,2.703091,
ROKRUE,2.186367,
ROMBON,2.937698,
ROMKOU,2.091270,
ROMLIP,3.144855,
BOQLAX,2.632976,
RONFIL,2.994268,
RONQES,3.467844,
ROPVAV,5.356614,
ROPVAW,1.445963,
ROQHOU,1.197186,
ROQJAI,1.262250,
ROQJEM,1.645584,
ROQJIQ,1.276791,
ROQJUC,2.283237,
ROQKAJ,2.133630,
BORFEW,0.000571,
RORDEK,6.519758,
RORDIO,6.539811,
RORDOU,1.516199,
RORDUA,1.545871,
RORMOA,2.188569,
RORXAZ,1.947789,
ROTHOZ,0.000000,
ROTMEV,1.664979,
ROVHOB,2.810223,
ROVHUH,2.829985,
BOSECH,1.269051,
ROVMEW,2.124042,
ROVXOS,2.630948,
ROWGAN,4.060628,
ROWVEH,1.455015,
ROYPAY,1.997576,
ROYPAZ,1.501238,
ROZTEH,1.066312,
ROZWAH,2.684315,
RUBVAO,2.479316,
RUCHII,0.006582,
BOSSAF,1.698064,
AFIMEH,3.192579,
ABIYOC,1.543099,
RUCHOO,0.817651,
RUCHUT,2.431667,
RUCLUZ,6.281935,
RUCMAG,5.819458,
RUCMEK,6.218468,
RUDHEG,3.216119,
RUDJUY,3.936672,
RUDNOT02,0.241703,
RUDNOV,3.680364,
RUDPAJ,3.662923,
BOSSUA,0.336603,
RUDYUL,2.499437,
RUFYIB,3.840698,
RUFZEY,1.269751,
RUGMEO,1.927579,
RUGMUC,1.261883,
RUGXUP,3.136851,
RUJJAI,2.639349,
RUKTUO,2.297898,
RULMOC,2.565652,
RULRIZ,0.260584,
BOTMAB,4.026925,
RULRUN,0.219744,
RUNNAS,2.647431,
RUNPAR,0.831393,
RUNTUS,3.856925,
RUPHAM,0.806112,
RUPYAC,2.249415,
RUPZIN,3.395331,
RUQBAI,2.866045,
RUQBEM,2.745068,
RUQSED,2.224499,
BOTMEF,4.094304,
RURWOR,2.930967,
RURWUX,3.030709,
RURXAE,3.008889,
RURXIO,1.250935,
RUSLIA,2.504038,
RUSLOG,2.346607,
RUSWUA,4.252151,
RUSXAH,4.709911,
RUSXIP,3.933100,
RUTLUO,0.110743,
BOTMIJ,4.009601,
RUTQEF,1.836601,
RUTVIL,2.718608,
RUTZEN,2.638593,
RUVYUC,0.803464,
RUWBUI,2.387715,
RUWPAB,1.964737,
RUWPEF,1.629446,
RUXYEP,1.499258,
RUYSUZ,0.575825,
RUZJUU,3.307646,
BOTRUY,0.706306,
SABKAI,3.863125,
SABQAP,2.133043,
SABQET,2.166081,
SABTAT,1.289610,
SACMUF,1.533775,
SADGIP,1.941562,
SADNOD,2.331114,
SADNUJ,1.661454,
SADQIA,0.000000,
SAFPOE,1.184636,
BOTSAF,0.559158,
SAFSIB,0.079898,
SAFTOL,3.060701,
SAGBIL,2.518685,
SAGDIP,3.110955,
SAGKAO,3.063735,
SAGKES,3.611342,
SAGLAO,3.083076,
SAGMUK,1.473495,
SAGTIF,1.575092,
SAHBAG,2.625686,
BOTVEO,4.104356,
SAHBIO,1.667217,
SAHSUP,5.424713,
SAJDUC,0.003678,
SAJFAK,0.049805,
SAJFOY10,0.000485,
SAJQUP,3.764648,
SAKMEW01,2.743459,
SAKYIP,3.722406,
SAKZEJ,0.045582,
SAMPEB,0.851949,
BOTWOY,2.621702,
SANCOZ,2.939957,
SANKIC,6.341718,
SANVOU,2.714623,
SAPMEB,2.139631,
SAPZEO,0.168856,
SAQSUA,4.002089,
SAQTAH,3.765553,
SARBIX,0.026761,
SARCOG,6.166549,
SARGLY10,2.559076,
BOVBIY,2.163355,
SASCAT,2.498910,
SASHEB,1.543366,
SATFOJ,4.993708,
SATJED,0.000000,
SATMAE,3.678719,
SATQAG,0.819245,
SAVMUA,1.986052,
SAWBIC,0.881033,
SAWHAB,4.301007,
SAWKAC,5.028748,
BOVCIY01,3.289628,
AFIMUX,1.937817,
SAWWIX,0.000000,
SAXTUG,2.702887,
SAYYOH,1.842952,
SAZMOV,1.683825,
SAZTUI,2.578986,
SBLCYS,2.976398,
SEBPAT,2.580617,
SEBREZ,2.685544,
SECCOU,3.076890,
SECCOV,3.144193,
BOVDOG,2.435782,
SEDLUK,4.102525,
SEDPIA01,0.255182,
SEDRAU,6.328201,
SEFSON,6.084586,
SEFTII,7.100963,
SEFWOP,2.304793,
SEGCOW,4.983321,
SEHJOF,2.254564,
SEJROO,
SEKREI,2.253623,
BOVDUO,5.786385,
SEKRIM,0.811131,
SELDAR,3.809380,
SELDIZ,3.948149,
SELDOE01,3.446672,
SELDOF,3.807920,
SELDUK,3.548578,
SELROR,2.755700,
SEMGEZ,0.976256,
SEMRUX,4.379014,
SENKAZ,1.619948,
BOVMAA,0.000000,
SENYER,2.110140,
SEPHIF,1.498293,
SEQDAU,0.000000,
SEQDEZ,2.903722,
SEQTOA,3.520888,
SEQZAQ,2.428678,
SESHEE,2.947190,
SESQOX,2.873797,
SESVER,0.367043,
SESYAR,1.466699,
BOVNEF,1.453051,
SETCOK,5.691445,
SETTER,6.189961,
SETWUK,3.556910,
SETYOG,3.232676,
SEVGUY,2.653506,
SEVJIN,3.111988,
SEVYIB,1.896644,
SEWCII,1.693361,
SEWDOQ,3.367207,
SEWFUV,1.977631,
BOVWOZ,2.928631,
SEWZAY,1.763456,
SEYDAE,2.763116,
SEYKUE,1.359515,
SEYSIY,1.589003,
SEYWUO,2.757556,
SEZCIJ,1.634748,
SEZHEL,2.403917,
SEZKAK,2.980443,
SEZNAP,3.796337,
SEZXUR,1.745879,
BOVYER,2.551554,
SIBBEL,3.074916,
SIBGOZ,0.131068,
SIBIRC,2.902981,
SIBYOT,2.096553,
SICBAJ,1.922745,
SIDDAN,3.258906,
SIDHUJ,0.470657,
SIDTAD,6.076294,
SIFGAS,3.824706,
SIFHIY,0.000000,
BOWJIG,1.254211,
SIGLID,1.235980,
SIHPUW,3.986907,
SIHTAH,0.066237,
SIJQEK,4.876599,
SIJQIO,4.742661,
SIJWOZ,1.121906,
SIJZIV,2.494381,
SIKRAG,4.490097,
SIKTOV,3.145704,
SILKEG,3.938885,
BOWXAN,0.103480,
SILVUG,1.619590,
SILWAN,0.949386,
SILWER,0.844186,
SIMDUO,3.758262,
SIMFUQ,1.928128,
SIMKEF,1.527579,
SIMREN,1.911920,
SIMWER,2.756603,
SINTIU,3.119262,
SIQTAQ,1.503092,
BOWXER,0.221538,
SISJEK,2.007978,
SISYEA01,2.419291,
SISYIE,2.364465,
SITKUC,5.427790,
SITQIY,1.881046,
SIWDOR,1.772441,
SIWNEU,3.431454,
SIWXOL10,0.414448,
SIWXUU,0.002939,
SIXKOC,2.662594,
BOXDEA,2.060920,
AFIPIQ01,4.596983,
SIXKUI,1.741668,
SIYCAH,3.744502,
SIYYIJ,3.662718,
SIZCUC,2.944415,
SOBFOH,3.280001,
SOBVAH,0.032982,
SOBXEO,2.820245,
SOBXIS,2.846059,
SOBZAN,4.937206,
SODQIN,4.816628,
BOXSOZ,1.919393,
SODWOX10,0.000000,
SOFNIL,2.735017,
SOGQIQ,3.067167,
SOGQOW,1.236916,
SOHDUP,2.410588,
SOHQAI,5.156490,
SOHXIZ,3.147604,
SOHYOG,2.494062,
SOJCEZ,1.428546,
SOJLAH,2.493634,
BOYYIZ,1.570514,
SOJLEL,2.089158,
SOKCIG,1.619735,
SOKZID,4.758275,
SOKZOK,4.632762,
SOKZUP,4.345986,
SOLPIT,3.491474,
SOMFIM,4.982217,
SOMROD,0.776529,
SOMSEV,1.671502,
SONFEJ,3.508037,
BOZDOM,6.212282,
SONFIN,3.301847,
SONGOS,2.957605,
SONNAM,3.634144,
SOPCIM,3.130056,
SOPDIK,2.348928,
SOPKAK,1.548403,
SOPLEO,2.262684,
SOPSEV,1.302687,
SOQHAH,8.303102,
SOQXAX,3.359063,
BOZDUS,6.223073,
SORCOT,4.374651,
SORGUD,0.151730,
SOVJUL,3.114287,
SOVLEX,1.227055,
SOVXEG,1.244322,
SOWWUW,4.665597,
SOWYEL,2.286568,
SOXQIH,3.127387,
SOXWIL,4.607618,
SOYSAC,3.956132,
BOZGAZ,4.892154,
SOYSIK,3.903486,
SOYYIQ,2.653590,
SOZZUC,1.314616,
SSOXAM02,0.000155,
STYRAZ,1.959920,
SUBBOI,4.142911,
SUCPYR11,3.868610,
SUDJUY,1.360915,
SUDKAF,0.672845,
SUDKEJ,1.985993,
BOZLAD,1.421259,
SUDQIT,2.628149,
SUDTUI,2.988338,
SUDVAQ,2.970749,
SUFHIK,1.905808,
SUFMOV,1.197605,
SUGBUT,2.628892,
SUGXAU,1.761278,
SUHNIV,3.919092,
SUHRES,4.465754,
SULVON,2.708261,
BOZSER,2.207901,
SUMCUZ,2.825399,
SUNDEK,0.107742,
SUNDIR,4.758329,
SUNRAV,1.557117,
SUPWIJ,0.278771,
SUPXIN,3.215422,
SUPXOT,4.349277,
SUPYIM,2.884426,
SUQBIR,1.099053,
SUQDAJ,1.193249,
BOZSIV,2.874971,
SUQFUF,0.009017,
SUQGAM,1.427051,
SUQGEQ,0.003156,
SUQPAV,2.532052,
SUQPEZ,2.793772,
SUQYUA,5.041943,
SURDOX01,1.579786,
SURGUK,3.056235,
SURKOF,1.540989,
SUSCIS,5.308690,
BOZSOB,2.809110,
SUTPEE,2.071760,
SUTVIM,1.541315,
SUTXOU,3.470756,
SUVDUJ,0.296237,
SUVFAR,0.307052,
SUVTEL,5.977847,
SUVTIP,3.447988,
SUVVAI,2.678103,
SUWFUL,4.104457,
SUWYEP,2.043998,
BOZSUH,1.916365,
AFIXAQ,3.266021,
SUXHAX,2.298739,
SUYSOW,1.278642,
SUYTAI,1.716253,
SUYTAJ,1.957350,
SUYWOZ,3.822801,
SUYXAM,1.444290,
SUZFID,1.909842,
SUZJAY,2.168517,
SUZLIJ,2.444401,
TABBAZ,0.121025,
BTSTTZ,1.675150,
TABMUH,2.613807,
TABVAT,0.751809,
TABVEX,2.413333,
TACDOS,2.025397,
TACETY,0.004824,
TADMIV,2.889078,
TADNOC,4.433282,
TADQOE,1.793131,
TAFPEX,3.630350,
TAFSIF,2.391977,
BTYPOD,1.393618,
TAHKEU,2.914679,
TAHSIG,4.008892,
TAKFAM,0.896939,
TAKHOF,0.001308,
TAKHUL,0.000120,
TAKJAT,0.013799,
TAKJEX,0.001645,
TAKRIG,4.953831,
TALKOG,1.123053,
TAMCRT,3.811479,
BUBBAC,2.646200,
TAMSEG,2.268775,
TAMXUD,5.525992,
TANZIS,1.755522,
TANZUE,0.558838,
TAPMOO,2.155415,
TAQRAH,1.162111,
TAQWOX,4.731081,
TARGOJ,1.880914,
TARNUW,0.000004,
TARYIU,4.093543,
BUBBOQ,4.014853,
TASJUV,1.412157,
TASKAA,0.693310,
TASTAK,2.128213,
TATFOJ,2.570541,
TATRAH10,1.651431,
TAVHAB,2.081532,
TAVJOR,3.013107,
TAVJUX,2.772763,
TAVKAE,3.038572,
TAVXAS,1.305219,
BUBBUW,6.206295,
TAVXEW,1.684170,
TAVYEX,0.000000,
TAVYIB,0.051068,
TAVYOH,0.000000,
TAWLOS,1.953236,
TAXDUT,1.910689,
TAXMEM,1.962663,
TAXMIQ,1.850511,
TAYNOY,1.307242,
TAZCAZ,0.052532,
BUCCEK,1.743953,
TAZZIF,5.211600,
TBCMTP,2.964757,
TBPMTK10,0.204938,
TBUSAN,3.088893,
TCANTQ,0.000000,
TCDEDO10,0.607891,
TCMPCQ01,2.525231,
TDBUDO,0.299275,
TEBFUE,2.481109,
TECMEW,5.070391,
BUCNIW,0.368213,
TEDJOE,2.116287,
TEFGAM,3.453120,
TEFLAU,2.663084,
TEFREC,2.634792,
TEGNUR,0.921615,
TEGVAF,6.023998,
TEGXOT,3.487863,
TEJQIJ,0.100568,
TEJRIM,0.993480,
TEKMUU,2.654909,
BUCXEE,2.607979,
TELGUO,5.961118,
TELJEB,2.180338,
TEMPIK,1.135076,
TENPIO,1.555055,
TENPOT,1.310424,
TENZEU,2.486519,
TEOSHE10,0.031261,
TEQXET,1.493357,
TEQYEU,4.867479,
TERCOL,6.228618,
BUDLAO,3.696399,
TESJEJ,4.738925,
TESJIN,4.655901,
TETHIM,3.305325,
TETRUG,2.960530,
TETZUP,3.557610,
TEVPIU01,4.366394,
TEVWIB,5.789697,
TEXJEM,0.166799,
TEXRUK,4.230914,
TEZQEV,3.016191,
BUDVII,3.522099,
AFOBEE,1.768151,
TEZRUL,1.737256,
TIBLIA,3.289863,
TIBWUY,3.391128,
TICMUP,3.104162,
TIDCIS,2.288726,
TIDHEV,2.708251,
TIFQAD,4.829259,
TIGNIJ,3.075986,
TIGPUW,5.193643,
TIGQIK,2.140035,
BUDZIK,3.458796,
TIHBEU,3.792668,
TIHFIA,0.612487,
TIHJIE,3.854803,
TIHJOK,0.000000,
TIHSOT,0.036839,
TIHSUB,1.992381,
TIJJAX,5.213263,
TIMSIR,2.163222,
TIMVIU,2.971251,
TIMVOA,2.597547,
BUFBAG,0.642665,
TIMVUG,2.185908,
TINDID,1.253133,
TINNIP,3.871394,
TIPHOR,2.768786,
TIPTOB,1.683682,
TIPTUH,1.636747,
TIQQIV,2.732583,
TIQVIZ,3.564503,
TIRMEN,3.576188,
TIRNAK,
BUFFAJ,3.131265,
TIRZAX,5.681713,
TITKOZ,3.825617,
TITLEO,4.104058,
TITNEP,2.304694,
TITNIW,3.438165,
TITXIF,2.237437,
TIVBEG,0.814111,
TIVDAE,3.948879,
TIVPEW,3.458768,
TIVROF,3.582946,
BUFFAL,2.169219,
TIVXEE,1.962000,
TIVXII,4.607552,
TIVYUV,4.874138,
TIWNIY,5.097708,
TIXCEL,5.301031,
TIXSID,1.743597,
TIXTEZ,1.524451,
TIXYAB,6.641943,
TIYQID,2.974838,
TIYRAW,2.359472,
BUFFEP,2.050161,
TIZPOH,0.643109,
TMAZPZ,1.111002,
TMBDSE,0.000000,
TMCBDT,0.008493,
TMCBOT,
TOCBOF,3.583007,
TOCXAN,3.683997,
TODBUJ,0.654710,
TODSIR,2.732352,
TODSOX,2.889019,
BUFJET,1.360786,
TOFFID,1.751133,
TOFKEE,3.722922,
TOFPAI,1.346367,
TOHCAW,0.546245,
TOHJUV,0.747556,
TOKDAA,1.913447,
TOKDEE,1.930701,
TOLFAB,1.103863,
TOLFAE,5.208956,
TOLHUZ,1.182015,
BUFLUL,0.631545,
TOLMAL02,3.224988,
TOLNAK,0.000563,
TOLNEO,1.721728,
TOLNIS,1.907534,
TOLPSO,3.163511,
TOLPUH,2.295331,
TOMPAN,2.960429,
TOMRET,3.252084,
TOMVIC,3.881980,
TONGEL,0.913956,
BUFVII,1.507986,
TONJAK,2.939051,
TOPBEG,3.251206,
TOPBIK,4.022168,
TOPQEV,1.682184,
TOPXOO,2.856047,
TOPYOO,3.245445,
TOQFAJ,4.292028,
TOVVAD,4.721483,
TOVVEH,4.020310,
TOWPUT,2.472790,
BUGBUB,1.051066,
TOYBAK,1.795240,
TOYKIE,3.773895,
TOZREI,6.441693,
TOZZOZ,4.150078,
TPCMOM01,3.018151,
TPCPYL,3.681918,
TPIMVP,3.963978,
TPMALP,3.367667,
TPPTHK,3.189055,
TPSCNM,3.154871,
BUJNOL,4.312265,
AFOJIQ,2.811525,
TSEFUL01,0.054306,
TUBTAO,3.608168,
TUBTES,3.245547,
TUCFEF,2.945451,
TUCHAB,0.143667,
TUCQUG,1.981674,
TUFWAS,0.000003,
TUGGUZ,2.071411,
TUGMEO,2.279990,
TUHDUV,0.215184,
BUKDAM,5.254078,
TUJSOJ,2.265964,
TUKBUW,3.143356,
TUKDAF,3.165133,
TUKGIS,4.121293,
TUKYEG,2.936685,
TULKIX,1.688435,
TULRUN,2.451476,
TULVEE,3.851741,
TUMSOK,1.567400,
TUNTON,0.119912,
BUKFOC,4.475025,
TUPKEV,2.209448,
TUPMEX,3.270141,
TUPVOP01,5.605928,
TUPZEJ,0.374610,
TUQKAS,0.898114,
TURBOZ,4.378489,
TURBUF,5.609006,
TURLAV,1.443553,
TURLOH,0.000000,
TURQAA,3.897354,
BUKSOP,1.297748,
TURQEE,4.124975,
TURQOO,5.062045,
TURWAG,3.040976,
TURWIO,4.087183,
TUSREG,2.917207,
TUTGOH,2.394650,
TUWDOF,2.823962,
TUWDUL,2.703657,
TUWFUO,4.464353,
TUWLUS,1.559646,
BULBEP,1.062183,
TUWPOS,3.483914,
TUYKAZ,1.912550,
TUYLOO,1.255149,
TUZYUI,1.277124,
UBAHAJ,0.000098,
UBAKAM,3.572104,
UBAKEQ,1.322913,
UBEFAK,2.009036,
UBIDOY,1.300384,
UBIDUE,1.063245,
BULCIU,1.286397,
UBILEW,1.824799,
UBOCEV,3.235011,
UBOZES,2.290554,
UBOZIW,1.806867,
UBUMIQ,2.382267,
UCAGEM,5.782349,
UCAHOX,3.427572,
UCAVUS,3.477661,
UCAXEE,3.398840,
UCAXUR,2.726864,
BUNQIM,1.339613,
UCECUC,2.311614,
UCEFEN,1.255708,
UCINAY,5.392346,
UCINIG,5.322332,
UCISAB,0.214265,
UCIVAD,0.814539,
UCIVUY,3.590008,
UCIXAG,3.568985,
UCIXEK,3.013429,
UCIXOU,2.861875,
BUNREK,7.830488,
UCIYIQ,1.295818,
UCOMIJ,2.810950,
UCOPIO,3.337291,
UCOXEQ,2.845470,
UCUSUG,2.011768,
UDADOU,3.786733,
UDAGEL,1.322637,
UDAHOX,4.376936,
UDAJIV,2.071793,
UDAJOY,1.177109,
BUNXAM,3.803554,
UDETAY,3.132080,
UDIJOJ,4.643086,
UDOMEI,2.812876,
UDUBAX,0.238536,
UDUSOE,1.280516,
UDUSUK,0.746002,
UFAYUW,0.171163,
UFEPEB,1.689528,
UFEXUB,1.475858,
UFIGEY,2.426093,
BUPQOT,2.114787,
UFIGIC,2.519686,
UFODID,3.140629,
UFODOJ,2.617044,
UFONIO,1.998261,
UFOPUC,1.506708,
UFUVAU,3.369520,
UFUVEY,3.430285,
UGATUU,0.812270,
UGAWAD,0.108015,
UGAWIL,3.872368,
BUQRAJ,5.623205,
AGAJOI,0.009814,
UGEMUO,3.105338,
UGESEH,0.010156,
UGESIL,2.658472,
UGEZOY,5.570850,
UGINAC,0.296515,
UGIVIQ,1.921447,
UGIZOA,5.384639,
UHAJOC,3.185914,
UHAKET,0.135426,
UHIFEZ,7.959921,
BURWAM,1.111592,
UHITOV,6.562679,
UHOBOJ,0.514954,
UHOJIK,0.000000,
UHUMIU,0.780647,
UHURAR,1.950876,
UHUVEA,1.770020,
UJECIW,2.981554,
UJOFIJ,5.512587,
UJOKAG,3.823841,
UJUYAA,1.276257,
BUSFIE,2.792040,
UKEFOF,0.395906,
UKONIT,1.498619,
UKOQUG,4.056021,
UKOTAR,3.644082,
UKOXIB,3.875733,
UKUJIU,0.495007,
UKUWUU,2.369095,
ULAXIQ,1.343840,
ULAYUD,1.048101,
ULEFUN,4.031289,
BUSZIA,3.109877,
ULEKAZ,1.497047,
ULEROT,3.060649,
ULICOI,3.666174,
ULIHAZ,5.588806,
ULIWES,6.955307,
ULUTEB,4.518572,
UMOMAL,1.531635,
UMUKEU,7.867068,
UMUMAR,1.519992,
UNEXES,1.019507,
BUTDIF,3.604241,
UNIYOF,0.409644,
UNIYUL,1.801081,
UNOFIM,2.489604,
UNOFOS,2.514401,
UNOMAL,3.190871,
UNOWAW,1.980339,
UNUHOC,2.305057,
UPAVOX,2.065052,
UPAWUE,0.001610,
UPEFAX,1.815181,
BUTQOW,3.700408,
UPEQAJ,0.515550,
UPIHAD,8.129102,
UPILIQ,1.408838,
UPORIC,4.623679,
UPOROI,1.376834,
UPUKAT,3.408162,
UPUYAH,2.845892,
UQAFAV,3.126726,
UQAFEZ,1.672957,
UQEDOL,3.914353,
BUVBAX,3.509774,
UQEGED,3.264648,
UQEQEO,1.884623,
UQESAL,2.472209,
UQIROD,2.061031,
UQOVUS,1.600627,
UQUBAL,3.371867,
UQUDOB,7.083833,
UQUNEB,3.560234,
URADUO,2.254985,
URAFIE,2.890850,
BUVBEB,3.493451,
UREJIM,2.095518,
UREWEU,1.163069,
URIPUH,3.084830,
URITAS,3.570814,
URUMAW,0.001555,
USEWEW,4.393595,
USIJUC,3.015408,
USINEQ,3.057716,
USIXIE,5.364668,
UTAMIN,1.222687,
BUVBIF,3.177104,
UTETIX,3.007680,
UTIGEK,2.855348,
UTISEW,1.947130,
UTOKOE,1.958956,
UTUCIX,0.615584,
UVADOL,0.001122,
UVANAI,3.789427,
UVAWEU,1.498179,
UVUBOD,1.282920,
UVUSOU,0.000000,
BUVKAF,3.272939,
UWELIT,0.110318,
UWIZUW,1.637698,
UWOCOA,0.172621,
UXINIA,4.235388,
UXOJOH,2.605648,
UXUGOK,3.491109,
UXUHOL,1.897414,
UYATEV,3.545949,
UYUCUN,1.253400,
UYUDAU,0.879311,
BUVLAG,3.467883,
AGECIB,1.502788,
UZEREY,3.474008,
UZETID,6.236979,
UZIXEI,1.069393,
UZOZIU,2.112342,
UZUKUX,2.971868,
UZUPAI,1.783256,
VABLOD,3.183657,
VACVUS,3.178825,
VADKUI,2.013615,
VAGQIE,2.583822,
BUVREP,2.815190,
VAHFUI,1.640761,
VAJBOA,3.060739,
VAJFER,1.875287,
VAJPOL,1.191332,
VALNII,1.576512,
VALTOT,4.598580,
VAMJOJ,1.310640,
VANBOB,2.712480,
VANKAW,0.959270,
VAPQAG,3.283382,
BUVRIT,3.102544,
VAQKUW,0.138287,
VAQNEI,4.171249,
VARGOK,4.295513,
VARNUZ,0.000000,
VARVUF,0.569038,
VAVBAV,4.552051,
VAVBID,5.386218,
VAVSAN,0.335093,
VAWKIP,2.886725,
VAXDOQ,1.310660,
BUWHUY,2.085351,
VAXJIO,0.000000,
VAXPAN,2.379289,
VAZJIP,2.368937,
VAZKOY,2.640637,
VEBGOA,4.812366,
VEBLIX,2.767461,
VECWAB,0.566418,
VEDGOD,1.955152,
VEDSOP,2.763831,
VEDSUV,2.827165,
BUWTUI,1.093663,
VEDXOU,2.242588,
VEDZEJ,2.896829,
VEFFIX,1.845208,
VEFLIC,2.530010,
VEFSIJ,4.581922,
VEGLID,4.058400,
VEGMEA,3.370148,
VEGPOM,0.194348,
VEHRUW,1.467817,
VEKTIQ,2.627187,
BUWVEU,0.775893,
VEKWUF,3.688090,
VELJUT,2.844663,
VELPEK,2.080829,
VEMBOE,5.310299,
VEMFIC,7.287049,
VEMFOI,0.000000,
VEMGIG,0.000517,
VEMNEI,2.375302,
VEMNIM,2.214194,
VEMNUY,1.996681,
BUWYUP,1.855908,
VENJUW,5.020847,
VENQOV,0.803419,
VENWUJ,6.271426,
VENXAQ,6.339330,
VENXIV,5.170303,
VEPBAU,1.733200,
VEPZOI,4.404543,
VEQSIW,4.772938,
VERPOA,2.879025,
VERPUG,2.652465,
BUXMIR,3.099330,
VERQUE,0.166225,
VERYOH,1.854629,
VESQER,3.471020,
VESRAO,4.378382,
VESRES,3.471991,
VESYOJ,0.232257,
VESYUP,2.048430,
VESZAW,2.102200,
VETBIF,1.805496,
VETBUS,0.000001,
BUXTIA,2.375165,
VETFEI,5.752774,
VETPAM,1.896076,
VETPEQ,4.539121,
VEVVUQ,2.757402,
VEVWIF,3.058161,
VEVXIF,2.400389,
VEWPUJ,2.301029,
VEWQAQ,2.110574,
VEXNOB,2.818822,
VEXWEC,2.432968,
BUZKOW,1.307312,
VEYRID,3.608616,
VEYRUP,3.112142,
VEYTOL,3.518416,
VFZLNB,1.868288,
VIBJAR,2.876597,
VIBLOK,2.463633,
VICGIY,0.510442,
VICGOE,5.099634,
VIDDEU,
VIFFEW,6.107831,
BUZKUC,1.934253,
AGEDAT,3.735193,
VIFRAG,8.632271,
VIFROU,5.094654,
VIGQAG,3.772348,
VIJLOS,0.698983,
VIJTUG,4.454846,
VIJVAO,3.501671,
VIJVES,0.054409,
VIJVIW,4.767800,
VIJVOC,3.711139,
VIJWAP,2.654595,
BYMBPY,3.609035,
VILNIQ,2.404647,
VILZEW,4.143654,
VIMLOT,2.877332,
VIMLOV,5.544150,
VIMMAH,1.671928,
VIMMUB,2.123689,
VIMPUF,1.804623,
VIMVES,0.002588,
VINKUB,3.935665,
VINTER,1.465903,
BZHTSC,3.955571,
VINVOG,3.127358,
VIPSEU,0.265766,
VIPSUL,3.564755,
VIPZOL,0.335515,
VIQPAP,1.739306,
VISHEN,1.814722,
VISPIX,2.455809,
VISQUK,1.973963,
VISWEB,1.430946,
VISWIF,1.232785,
BZILBY,1.988126,
VITTID,4.487889,
VIVJOC,4.226389,
VIVJUI,4.395003,
VIVQEX,2.449441,
VIWCEK,1.597548,
VIWFOZ,0.090515,
VIWPUO,3.643487,
VIWVAY,1.940772,
VIYPEB,0.926459,
VIZDEP,3.538836,
CABGIZ,3.198141,
VIZWIL,4.293144,
VIZXOU,3.990898,
VNLANT,1.165451,
VOACGA01,2.667168,
VOBHAV,3.030083,
VOBKOM,0.954664,
VOBNAE,0.102593,
VOBXIV,5.640057,
VOBXOB,5.381277,
VOCVIU,3.043245,
CABJEW,1.439944,
VODVOZ,4.072323,
VODWIU,3.391033,
VOFTOZ,2.324185,
VOFXAP,1.980217,
VOGFEC,4.154443,
VOJDEE,0.749643,
VOJHIM,0.000005,
VOKBON,1.635808,
VOKBUT,1.674876,
VOLBEG,3.060205,
CABPUQ,0.988286,
VOLBOQ,3.701559,
VOLLIS,3.422206,
VOLLOY,3.713424,
VOMTIA,1.673475,
VONPAS,1.279167,
VONXAA,2.185076,
VONXOO,2.484900,
VOQWUU,2.795958,
VORDUB,4.000642,
VORFAL,2.869057,
CABQII,1.990913,
VORLUK,0.351750,
VORMUL,1.304514,
VOSNOJ,1.207939,
VOTTON,4.815580,
VOVXOV,1.977219,
VOWRIK,2.947971,
VOYFEX,3.111815,
VOZLEE,2.779974,
VOZNAC,1.469493,
VUBDAA,5.718678,
CABQUT,1.901770,
VUBDEE,4.783218,
VUBDII,6.730207,
VUCGEH,1.509104,
VUCHIK,2.982026,
VUCWEW,1.508756,
VUDVIB,1.603717,
VUDVOH,2.385936,
VUDWAU,2.536231,
VUFHOV,2.915483,
VUFHUB,3.497355,
CABROO,0.818721,
VUGWEA,5.011918,
VUHKUE,2.787107,
VUHTAW,2.230964,
VUJKET,2.874522,
VUJSUO,2.956799,
VUKHUE,2.541207,
VUKQAU,0.000000,
VUKQEY,0.000000,
VUKQIC,0.000000,
VUKWUW,1.561204,
CABVEH,1.196645,
AGEFEZ,0.572368,
VUMRIG,0.000000,
VUMRIH,4.961444,
VUMZOV,2.108143,
VUMZUB,1.804646,
VUNFIU,4.543579,
VUQFUL,6.859144,
VUQGAS,3.558307,
VUQGEW,3.644878,
VURDUK,7.708868,
VURRIL,1.667610,
CACYOU,5.723292,
VUSLEB,0.369694,
VUSMOM,3.080889,
VUSNED,1.337501,
VUSRIK,3.072795,
VUTGAS01,1.095468,
VUTTUA,3.433397,
VUVFAW,0.499653,
VUXSUE,1.349000,
VUXTIU,2.043095,
VUXZAR,4.121403,
CADJEY,3.465112,
VUYGAX,4.744314,
VUYGUR,1.006585,
VUYHAY,0.997195,
VUYTUE,1.134638,
VUYVAP,1.898771,
VUYVIX,1.997494,
VUYWUH,
VUYYIA,5.541926,
VUZGAZ,5.745358,
VUZPEM,1.648510,
CADNUS,2.553699,
VUZVAO,5.709192,
VUZXAQ,5.683475,
